emotion;hashtag;value
fear;underestimated;1,10466E+14
fear;scenario;1,10466E+14
fear;snowmobile;1,10466E+14
fear;desperation;1,10466E+14
fear;#usa;1,10466E+14
fear;slippery;1,10466E+14
fear;kidnapped;1,10466E+14
fear;heavier;1,10466E+14
fear;ticketmaster;1,10466E+14
fear;#hardcore;1,10466E+14
fear;2b;1,10466E+14
fear;ocd;1,09918E+13
fear;scan;1,09846E+14
fear;bottles;1,09629E+14
fear;module;1,09629E+14
fear;phew;1,09629E+14
fear;simultaneously;1,09175E+14
fear;fsu;1,09175E+14
fear;smoothly;1,09175E+14
fear;terrorist;1,08891E+14
fear;nigh;1,08696E+14
fear;tragus;1,08696E+14
fear;royce;1,08696E+14
fear;130;1,08696E+14
fear;#worstfeeling;1,08696E+14
fear;sponsored;1,08696E+14
fear;grad;1,08409E+14
fear;assessment;1,08386E+14
fear;dreaded;1,08292E+14
fear;#dentist;1,08292E+14
fear;permit;1,08113E+14
fear;#nanowrimo;1,07648E+14
fear;#hatethem;1,07648E+14
fear;therapist;1,07159E+14
fear;shaking;1,07075E+14
fear;dreading;1,07022E+14
fear;ultrasound;1,06956E+14
fear;#cantsleep;1,06692E+14
fear;#indecisive;1,06465E+14
fear;occurs;1,06465E+14
fear;#flu;1,06465E+14
fear;torch;1,06465E+14
fear;2moro;1,06465E+14
fear;mailman;1,06465E+14
fear;uga;1,06465E+14
fear;mona;1,06465E+14
fear;inadequate;1,06465E+14
fear;#tooexcited;1,06465E+14
fear;#payday;1,06465E+14
fear;stake;1,06465E+14
fear;pounding;1,06306E+14
fear;essence;1,05814E+14
fear;#apocalypse;1,05814E+14
fear;b&amp;1,05814E+14
fear;register;1,05401E+14
fear;clown;1,05401E+14
fear;#murder;1,05401E+14
fear;snooze;1,05117E+14
fear;conquer;1,05117E+14
fear;#praying;1,04824E+14
fear;#determined;1,0475E+14
fear;hopeless;1,04523E+14
fear;presentation;1,04131E+13
fear;partially;1,03566E+14
fear;interaction;1,03566E+14
fear;heh;1,03566E+14
fear;tracker;1,03566E+14
fear;cvs;1,03566E+14
fear;#letsgo;1,03566E+14
fear;bricks;1,03566E+14
fear;seatbelt;1,03566E+14
fear;tragedies;1,03566E+14
fear;weighing;1,03566E+14
fear;#ldr;1,03566E+14
fear;duties;1,03566E+14
fear;usb;1,03566E+14
fear;wrenching;1,03566E+14
fear;prospect;1,03566E+14
fear;manila;1,03566E+14
fear;housing;1,03566E+14
fear;accessories;1,03566E+14
fear;nerves;1,03386E+14
fear;10%;1,027E+14
fear;plane;1,02537E+14
fear;supplies;1,02242E+14
fear;glued;1,02242E+14
fear;applications;1,02148E+14
fear;registering;1,01764E+13
fear;deposit;1,01764E+13
fear;#notime;1,01368E+12
fear;washes;1,01368E+12
fear;restless;1,01195E+14
fear;crossing;1,00899E+14
fear;striking;1,00749E+14
fear;#soon;1,00749E+14
fear;aaa;1,00749E+14
fear;gahhhh;1,00749E+14
fear;#sweat;1,00749E+14
fear;#news;1,00749E+14
fear;#ice;1,00749E+14
fear;#suspense;1,00749E+14
fear;chronic;1,00749E+14
fear;guise;1,00749E+14
fear;suspense;1,00749E+14
fear;publish;1,00749E+14
fear;chest;1,00707E+14
fear;overwhelmed;1,00536E+14
fear;incase;1,00287E+14
fear;sinister;1,00287E+14
fear;region;1,00098E+14
fear;packer;9,96442E+14
fear;junction;9,96442E+14
fear;adrenaline;9,96442E+14
fear;disorders;9,96442E+14
fear;patiently;9,93699E+14
fear;#stoked;9,91492E+14
fear;tomo;9,90542E+14
fear;invasion;9,86873E+14
fear;afghanistan;9,86873E+14
fear;residence;9,86873E+14
fear;ambulance;9,82553E+14
fear;paranormal;9,81175E+14
fear;#scary;9,80093E+14
fear;controlled;9,80093E+14
fear;hotter;9,78504E+14
fear;exam;9,77196E+14
fear;disorder;9,76574E+13
fear;#exams;9,75038E+14
fear;rearranged;9,71124E+14
fear;#allah;9,71124E+14
fear;#election;9,71124E+14
fear;fingernail;9,71124E+14
fear;espresso;9,71124E+14
fear;internships;9,71124E+14
fear;hoy;9,71124E+14
fear;raid;9,71124E+14
fear;symptoms;9,71124E+14
fear;#act;9,71124E+14
fear;earthquake;9,71124E+14
fear;shiver;9,71124E+14
fear;timed;9,71124E+14
fear;deathly;9,71124E+14
fear;lease;9,71124E+14
fear;430;9,71124E+14
fear;#darkness;9,71124E+14
fear;slips;9,71124E+14
fear;bitten;9,71124E+14
fear;#tennis;9,71124E+14
fear;proofs;9,71124E+14
fear;#anticipating;9,71124E+14
fear;pala;9,71124E+14
fear;yest;9,71124E+14
fear;notion;9,71124E+14
fear;pill;9,67455E+14
fear;rocket;9,671E+13
fear;#sandy;9,65459E+14
fear;stress;9,63445E+14
fear;yikes;9,61555E+14
fear;biting;9,60587E+13
fear;interviews;9,59825E+14
fear;#screwed;9,58702E+14
fear;airports;9,58702E+14
fear;firing;9,58702E+14
fear;mayans;9,58702E+14
fear;omw;9,58702E+14
fear;mental;9,58356E+14
fear;#helpme;9,57331E+13
fear;airplane;9,53425E+14
fear;nasa;9,53425E+14
fear;virtue;9,53425E+14
fear;logical;9,53425E+14
fear;arrive;9,53425E+14
fear;flashback;9,53425E+14
fear;#killing;9,53425E+14
fear;wed;9,53425E+14
fear;comics;9,53425E+14
fear;uw;9,53425E+14
fear;#texas;9,53425E+14
fear;meds;9,52076E+14
fear;crawling;9,50505E+13
fear;faster;9,50259E+14
fear;#hype;9,48651E+14
fear;misplaced;9,48651E+14
fear;holds;9,4737E+14
fear;icy;9,46432E+14
fear;ahhhhh;9,42469E+13
fear;#rejection;9,40353E+14
fear;todayy;9,40353E+14
fear;verdict;9,40353E+14
fear;calms;9,40353E+14
fear;tatted;9,40353E+14
fear;#media;9,40353E+14
fear;wahhh;9,40353E+14
fear;#stuck;9,40353E+14
fear;wahh;9,40353E+14
fear;folder;9,40353E+14
fear;palms;9,40353E+14
fear;sirens;9,40353E+14
fear;offices;9,40353E+14
fear;blazer;9,40353E+14
fear;#storm;9,40353E+14
fear;#religion;9,40353E+14
fear;overload;9,40353E+14
fear;4%;9,40353E+14
fear;hoping;9,38671E+14
fear;tomorrows;9,37223E+14
fear;disco;9,35019E+14
fear;#butterflies;9,35019E+14
fear;prelims;9,33384E+14
fear;preparation;9,33384E+14
fear;hairdressers;9,33384E+14
fear;outfit;9,3233E+14
fear;coats;9,30302E+14
fear;fbi;9,30302E+14
fear;remedy;9,30302E+14
fear;tossing;9,30302E+14
fear;whew;9,30302E+14
fear;#chills;9,30302E+14
fear;#hoping;9,27449E+14
fear;#comeon;9,27449E+14
fear;interviewed;9,27449E+14
fear;nursing;9,23959E+14
fear;admission;9,22334E+14
fear;#nosleep;9,22334E+14
fear;anticipation;9,22334E+14
fear;sample;9,22334E+14
fear;explosion;9,22334E+14
fear;approaching;9,22334E+14
fear;mailed;9,22334E+14
fear;#black;9,22334E+14
fear;waiting;9,2171E+14
fear;venting;9,1788E+14
fear;drill;9,17057E+13
fear;dyed;9,15862E+14
fear;sweating;9,1471E+14
fear;alert;9,1471E+14
fear;refreshing;9,13966E+14
fear;calendar;9,13966E+14
fear;checking;9,10911E+12
fear;toothache;9,105E+14
fear;hermit;9,105E+14
fear;chaotic;9,105E+14
fear;ibiza;9,105E+14
fear;slid;9,105E+14
fear;uf;9,105E+14
fear;embassy;9,105E+14
fear;#dilemma;9,105E+14
fear;swallowed;9,105E+14
fear;#idkwhy;9,105E+14
fear;bulb;9,105E+14
fear;courageous;9,105E+14
fear;ss;9,105E+14
fear;timothy;9,105E+14
fear;67;9,105E+14
fear;#tense;9,105E+14
fear;separation;9,105E+14
fear;pressure;9,08323E+14
fear;flight;9,05448E+14
fear;appointment;9,04087E+14
fear;portal;9,02131E+14
fear;sem;9,02131E+14
fear;exhale;9,02131E+14
fear;subtle;9,02131E+14
fear;merp;9,02131E+14
fear;#insecure;9,02131E+14
fear;sinks;9,02131E+14
fear;#screaming;9,02131E+14
fear;overhead;9,02131E+14
fear;#violence;9,02131E+14
fear;ahs;9,02131E+14
fear;#leggo;9,02131E+14
fear;entrance;9,02131E+14
fear;praying;8,99432E+14
fear;#future;8,98804E+13
fear;nearest;8,95901E+14
fear;threat;8,95901E+14
fear;#ohmygod;8,95901E+14
fear;doomsday;8,95901E+14
fear;20%;8,95901E+14
fear;usc;8,95901E+14
fear;treasure;8,95901E+14
fear;buried;8,95901E+14
fear;murdered;8,93347E+14
fear;upcoming;8,92562E+14
fear;hairdresser;8,91082E+14
fear;revealing;8,91082E+14
fear;apartments;8,91082E+14
fear;evaluation;8,91082E+14
fear;reviewing;8,91082E+14
fear;await;8,91082E+14
fear;#curious;8,90043E+13
fear;deepest;8,89059E+14
fear;shitting;8,88433E+14
fear;#soexcited;8,87243E+14
fear;thurs;8,87243E+14
fear;advent;8,86402E+13
fear;aaah;8,84113E+14
fear;danger;8,84113E+14
fear;resident;8,84113E+14
fear;operation;8,81512E+14
fear;#pumped;8,8074E+14
fear;ahhh;8,80591E+14
fear;graduate;8,79728E+14
fear;warped;8,79317E+14
fear;mph;8,79317E+14
fear;coaster;8,79317E+14
fear;tourney;8,77439E+14
fear;#traffic;8,77439E+14
fear;minus;8,76872E+14
fear;august;8,76598E+14
fear;untill;8,75814E+14
fear;#yikes;8,75814E+14
fear;dental;8,73144E+14
fear;crossed;8,73144E+14
fear;countdown;8,72759E+14
fear;nauseous;8,72033E+14
fear;#of;8,72033E+14
fear;calculator;8,71041E+14
fear;dread;8,71041E+14
fear;graduating;8,71041E+14
fear;grocery;8,67328E+14
fear;prepare;8,66245E+13
fear;cope;8,6171E+14
fear;arghhhh;8,53341E+14
fear;thailand;8,53341E+14
fear;#cannotwait;8,53341E+14
fear;flown;8,53341E+14
fear;patrol;8,53341E+14
fear;meanings;8,53341E+14
fear;commence;8,53341E+14
fear;towns;8,53341E+14
fear;wire;8,53341E+14
fear;#prettylittleliars;8,53341E+14
fear;haunted;8,53341E+14
fear;sm;8,53341E+14
fear;emptied;8,53341E+14
fear;iu;8,53341E+14
fear;trapped;8,53341E+14
fear;opponent;8,53341E+14
fear;sheer;8,53341E+14
fear;md;8,53341E+14
fear;ib;8,53341E+14
fear;#fire;8,53341E+14
fear;disappears;8,53341E+14
fear;#job;8,53341E+14
fear;rested;8,53341E+14
fear;cramp;8,53341E+14
fear;#midterms;8,53341E+14
fear;interstate;8,53341E+14
fear;tae;8,53341E+14
fear;muh;8,53341E+14
fear;venture;8,53341E+14
fear;proportion;8,53341E+14
fear;emailing;8,53341E+14
fear;#abouttime;8,53341E+14
fear;mosque;8,53341E+14
fear;pak;8,53341E+14
fear;digits;8,53341E+14
fear;#toolong;8,53341E+14
fear;needle;8,53341E+14
fear;reactions;8,53341E+14
fear;residents;8,53341E+14
fear;occupy;8,53341E+14
fear;impending;8,53341E+14
fear;psu;8,53341E+14
fear;rodeo;8,53341E+14
fear;#allnighter;8,53341E+14
fear;#risk;8,53341E+14
fear;subconscious;8,53341E+14
fear;overwhelming;8,53341E+14
fear;crowded;8,53341E+14
fear;minority;8,53341E+14
fear;evidence;8,53341E+14
fear;closer;8,53341E+14
fear;tomarrow;8,53341E+14
fear;ghosts;8,53341E+14
fear;declined;8,53341E+14
fear;gaining;8,53341E+14
fear;shitter;8,53341E+14
fear;softball;8,46952E+14
fear;waitin;8,42979E+14
fear;tattoo;8,4159E+14
fear;ahhhh;8,39918E+14
fear;prepared;8,38526E+14
fear;tunnel;8,38303E+14
fear;#shit;8,38074E+14
fear;#pll;8,34992E+14
fear;soldier;8,33923E+14
fear;storms;8,32722E+14
fear;cue;8,29811E+14
fear;appt;8,2895E+14
fear;clinic;8,28024E+14
fear;shat;8,23488E+14
fear;marine;8,23488E+14
fear;#whattodo;8,23488E+14
fear;freaks;8,23488E+14
fear;gcse;8,23488E+14
fear;toll;8,23488E+14
fear;rise;8,22379E+14
fear;roller;8,21593E+14
fear;sleepless;8,21339E+14
fear;tuition;8,20551E+14
fear;creates;8,16974E+14
fear;#torture;8,16974E+14
fear;bby;8,16974E+14
fear;shotgun;8,16974E+14
fear;arghh;8,16974E+14
fear;email;8,16808E+14
fear;therapy;8,163E+14
fear;professors;8,14426E+14
fear;shelves;8,12519E+14
fear;boiler;8,12519E+14
fear;lanes;8,12519E+14
fear;pageant;8,12519E+14
fear;#theworst;8,12519E+14
fear;breathe;8,10022E+13
fear;nine;8,09856E+14
fear;awaiting;8,09856E+14
fear;til;8,09006E+14
fear;placement;8,0889E+14
fear;6%;8,06821E+14
fear;steering;8,06821E+14
fear;#hurricanesandy;8,06821E+14
fear;reserve;8,06821E+14
fear;lockdown;8,06821E+14
fear;officers;8,06821E+14
fear;monroe;8,06821E+14
fear;nxt;8,06821E+14
fear;urgent;8,06821E+14
fear;refreshed;8,06821E+14
fear;housemates;8,06821E+14
fear;56;8,06821E+14
fear;30th;8,06821E+14
fear;wallet;8,05875E+14
fear;arrives;8,04551E+13
fear;#quote;8,0358E+14
fear;argh;8,03331E+14
fear;needless;8,03331E+14
fear;landing;8,03331E+14
fear;#finals;8,03331E+14
fear;anticipating;8,03331E+14
fear;ready;8,022E+14
fear;applying;8,01382E+14
fear;failure;8,00499E+14
fear;weeks;8,00251E+14
fear;ensemble;7,99274E+14
fear;#toomuch;7,99274E+14
fear;#winterbreak;7,99274E+14
fear;illusion;7,99274E+14
fear;filing;7,99274E+14
fear;snowflake;7,99274E+14
fear;eyeball;7,99274E+14
fear;2005;7,99274E+14
fear;announces;7,99274E+14
fear;leavin;7,99274E+14
fear;zip;7,99274E+14
fear;lash;7,99274E+14
fear;temporarily;7,99274E+14
fear;uconn;7,99274E+14
fear;weds;7,99274E+14
fear;#stressedout;7,99274E+14
fear;undergrad;7,99274E+14
fear;bugging;7,99274E+14
fear;#challenge;7,99274E+14
fear;lennon;7,99274E+14
fear;lenses;7,99274E+14
fear;propose;7,99274E+14
fear;testosterone;7,99274E+14
fear;tats;7,99274E+14
fear;final;7,97771E+14
fear;march;7,97128E+13
fear;impatient;7,96988E+13
fear;letter;7,95817E+14
fear;supported;7,94501E+14
fear;luggage;7,94501E+14
fear;costco;7,94501E+14
fear;tracking;7,94501E+14
fear;islam;7,88803E+14
fear;sooner;7,88803E+14
fear;tense;7,88803E+14
fear;suitcase;7,88803E+14
fear;#bittersweet;7,88803E+14
fear;#courage;7,86202E+14
fear;dangerous;7,85519E+14
fear;#saveme;7,81882E+14
fear;3pm;7,81882E+14
fear;tues;7,81882E+14
fear;3000;7,81882E+14
fear;veins;7,81882E+14
fear;daycare;7,81882E+14
fear;posted;7,80435E+14
fear;reese;7,79233E+12
fear;hospitals;7,79233E+12
fear;runnin;7,79233E+12
fear;#decisions;7,77834E+14
fear;begins;7,77581E+14
fear;injured;7,75632E+14
fear;realised;7,75307E+14
fear;acceptance;7,75089E+14
fear;cities;7,73299E+14
fear;sobbing;7,73299E+14
fear;#wishfulthinking;7,73299E+14
fear;bathing;7,73299E+14
fear;troops;7,73299E+14
fear;mayan;7,73299E+14
fear;mice;7,73299E+14
fear;anticipated;7,73299E+14
fear;registered;7,73299E+14
fear;whens;7,73299E+14
fear;motorcycle;7,73299E+14
fear;tommorrow;7,73299E+14
fear;strikes;7,73299E+14
fear;#exhausted;7,71511E+13
fear;asap;7,7065E+14
fear;sane;7,68184E+14
fear;prom;7,66727E+14
fear;challenges;7,6633E+14
fear;labor;7,6633E+14
fear;#iphone5;7,6633E+14
fear;sd;7,6237E+14
fear;drills;7,6237E+14
fear;completing;7,6237E+14
fear;determines;7,6237E+14
fear;draws;7,6237E+14
fear;modeling;7,6237E+14
fear;practise;7,6237E+14
fear;630;7,6237E+14
fear;constitution;7,6237E+14
fear;diploma;7,6237E+14
fear;awks;7,6237E+14
fear;1500;7,6237E+14
fear;baseball;7,6237E+14
fear;snowstorm;7,6237E+14
fear;#ignorance;7,6237E+14
fear;feb;7,61226E+14
fear;tomorrow;7,60418E+14
fear;#halloween;7,59815E+14
fear;arriving;7,59815E+14
fear;bound;7,58676E+14
fear;collapse;7,58031E+14
fear;spilling;7,58031E+14
fear;developed;7,58031E+14
fear;#america;7,55703E+14
fear;internal;7,55703E+14
fear;hid;7,55703E+14
fear;chaos;7,5425E+14
fear;potentially;7,53258E+13
fear;relax;7,52338E+14
fear;april;7,50484E+14
fear;trinity;7,47981E+14
fear;inhale;7,47981E+14
fear;#merp;7,47981E+14
fear;#finalsweek;7,47981E+14
fear;#bummed;7,47981E+14
fear;overdue;7,47981E+14
fear;29th;7,47981E+14
fear;roaches;7,47981E+14
fear;sensation;7,47981E+14
fear;#confusion;7,47981E+14
fear;intern;7,47981E+14
fear;drawn;7,47981E+14
fear;itd;7,47981E+14
fear;tp;7,47981E+14
fear;tel;7,47981E+14
fear;omgggg;7,47981E+14
fear;#collegeproblems;7,47981E+14
fear;regretting;7,47981E+14
fear;nj;7,47981E+14
fear;530;7,47981E+14
fear;woooo;7,47981E+14
fear;prevents;7,47981E+14
fear;#brave;7,47981E+14
fear;bloom;7,47981E+14
fear;#thrilled;7,47981E+14
fear;bueno;7,47981E+14
fear;december;7,46096E+14
fear;wait;7,44868E+14
fear;outcome;7,44142E+13
fear;tat;7,42993E+14
fear;tornado;7,42116E+14
fear;vet;7,42116E+14
fear;avoiding;7,42116E+14
fear;due;7,41694E+14
fear;#worst;7,40863E+14
fear;visa;7,40863E+14
fear;realising;7,39506E+14
fear;2pm;7,38931E+14
fear;handing;7,38931E+14
fear;doom;7,38931E+14
fear;doctor;7,36681E+14
fear;stocking;7,35558E+14
fear;snowboard;7,35558E+14
fear;fedex;7,35558E+14
fear;paperwork;7,35558E+14
fear;border;7,35558E+14
fear;struck;7,35558E+14
fear;#dexter;7,35558E+14
fear;dj;7,34736E+14
fear;sorted;7,33796E+14
fear;quizzes;7,32713E+14
fear;voicemail;7,32713E+14
fear;heights;7,32713E+14
fear;continually;7,32713E+14
fear;timetable;7,32713E+14
fear;formal;7,30739E+13
fear;dreamed;7,28178E+14
fear;nye;7,28178E+14
fear;4pm;7,28178E+14
fear;boarding;7,24724E+14
fear;packing;7,23702E+14
fear;tix;7,23288E+14
fear;exposed;7,23288E+14
fear;concerned;7,21414E+14
fear;grade;7,20366E+14
fear;marked;7,1981E+12
fear;#feelsick;7,1981E+12
fear;plants;7,1981E+12
fear;passengers;7,1981E+12
fear;#homesick;7,1981E+12
fear;fires;7,1981E+12
fear;safely;7,1981E+12
fear;begun;7,1981E+12
fear;tomoro;7,1981E+12
fear;flake;7,1981E+12
fear;tmw;7,1981E+12
fear;#test;7,1981E+12
fear;collected;7,1981E+12
fear;pills;7,1981E+12
fear;#sleepdeprived;7,1981E+12
fear;mayday;7,1981E+12
fear;muslims;7,1981E+12
fear;homeland;7,1981E+12
fear;costume;7,18863E+14
fear;confirmation;7,17209E+14
fear;nuclear;7,15191E+14
fear;agency;7,15191E+14
fear;backup;7,15191E+14
fear;arrest;7,15191E+14
fear;nationals;7,15191E+14
fear;omggg;7,15191E+14
fear;avoided;7,15191E+14
fear;tips;7,14079E+14
fear;till;7,13088E+14
fear;ceremony;7,12263E+14
fear;supervisor;7,12263E+14
fear;polls;7,12263E+14
fear;relaxation;7,12263E+14
fear;flying;7,11752E+14
fear;survive;7,10841E+14
fear;#autism;7,1024E+14
fear;fort;7,1024E+14
fear;counting;7,09024E+14
fear;fri;7,0876E+14
fear;cleared;7,0876E+14
fear;1%;7,0763E+14
fear;slight;7,06738E+14
fear;tension;7,06738E+14
fear;#holyshit;7,05421E+12
fear;midterms;7,05421E+12
fear;4am;7,05421E+12
fear;horror;7,04772E+14
fear;presents;7,03685E+14
fear;exams;7,02342E+14
fear;packed;7,01048E+14
fear;71;6,99191E+14
fear;#gossipgirl;6,99191E+14
fear;trigger;6,99191E+14
fear;freddy;6,99191E+14
fear;downer;6,99191E+14
fear;dizzy;6,99191E+14
fear;telephone;6,99191E+14
fear;#optimistic;6,99191E+14
fear;recommendation;6,99191E+14
fear;batteries;6,99191E+14
fear;#guns;6,99191E+14
fear;mail;6,99191E+14
fear;preview;6,99191E+14
fear;dilemma;6,99191E+14
fear;20mins;6,99191E+14
fear;med;6,99191E+14
fear;destroys;6,99191E+14
fear;breathing;6,99191E+14
fear;notch;6,99191E+14
fear;demo;6,99191E+14
fear;vibrates;6,99191E+14
fear;intimidating;6,99191E+14
fear;themed;6,99191E+14
fear;sorority;6,99191E+14
fear;#fight;6,99191E+14
fear;tbf;6,99191E+14
fear;attacking;6,99191E+14
fear;twas;6,99191E+14
fear;askin;6,99191E+14
fear;brave;6,99191E+14
fear;liver;6,99191E+14
fear;#inpain;6,99191E+14
fear;arab;6,99191E+14
fear;diego;6,99191E+14
fear;penn;6,99191E+14
fear;#nothing;6,99191E+14
fear;competition;6,93337E+14
fear;wednesday;6,91918E+14
fear;lightning;6,90822E+14
fear;#for;6,89712E+13
fear;tennessee;6,89712E+13
fear;booze;6,88262E+14
fear;tower;6,88262E+14
fear;gawd;6,86287E+14
fear;#emotions;6,86287E+14
fear;dye;6,86287E+14
fear;memorize;6,83442E+14
fear;#guilt;6,83442E+14
fear;screens;6,83442E+14
fear;showcase;6,83442E+14
fear;asthma;6,83442E+14
fear;#cringe;6,83442E+14
fear;petrol;6,81491E+14
fear;releasing;6,81491E+14
fear;al;6,80729E+14
fear;confident;6,80322E+14
fear;#fiscalcliff;6,78988E+14
fear;dodgy;6,78988E+14
fear;#psychology;6,78988E+14
fear;lilly;6,78988E+14
fear;visual;6,78988E+14
fear;bid;6,78988E+14
fear;#exciting;6,78988E+14
fear;engine;6,78988E+14
fear;shook;6,78988E+14
fear;#calmdown;6,78988E+14
fear;announce;6,77777E+14
fear;emotions;6,77633E+14
fear;recover;6,7566E+13
fear;tomorow;6,7566E+13
fear;rushed;6,7566E+13
fear;fingers;6,74462E+13
fear;va;6,74293E+14
fear;luck;6,73873E+14
fear;longest;6,73079E+14
fear;flames;6,7102E+14
fear;#vacation;6,7102E+14
fear;determine;6,7102E+14
fear;denver;6,7102E+14
fear;sources;6,7102E+14
fear;endure;6,7102E+14
fear;16th;6,7102E+14
fear;caffeine;6,7102E+14
fear;announcement;6,7102E+14
fear;dates;6,69559E+14
fear;charger;6,68246E+14
fear;refresh;6,67938E+14
fear;snake;6,66755E+13
fear;commitment;6,66755E+13
fear;doctors;6,65743E+14
fear;perform;6,65032E+14
fear;healed;6,64099E+14
fear;diss;6,64099E+14
fear;fate;6,64099E+14
fear;uh;6,64099E+14
fear;react;6,62823E+14
fear;#nra;6,60969E+14
fear;importantly;6,60969E+14
fear;occupied;6,60969E+14
fear;#tomorrow;6,59185E+14
fear;nearly;6,59185E+14
fear;10pm;6,58033E+14
fear;ski;6,56631E+14
fear;declared;6,52671E+14
fear;#baseball;6,52671E+14
fear;unaware;6,52671E+14
fear;goto;6,52671E+14
fear;#uncomfortable;6,52671E+14
fear;letterman;6,52671E+14
fear;competing;6,52671E+14
fear;login;6,52671E+14
fear;spotless;6,52671E+14
fear;ooooh;6,52671E+14
fear;defence;6,52671E+14
fear;testing;6,52671E+14
fear;scheduling;6,52671E+14
fear;hanger;6,52671E+14
fear;alley;6,52671E+14
fear;#excitement;6,52671E+14
fear;wooden;6,52671E+14
fear;ahh;6,52671E+14
fear;mortgage;6,52671E+14
fear;stranded;6,52671E+14
fear;#mess;6,52671E+14
fear;peacefully;6,52671E+14
fear;pints;6,52671E+14
fear;convincing;6,52671E+14
fear;forces;6,52671E+14
fear;barrier;6,52671E+14
fear;stitch;6,52671E+14
fear;spring;6,50342E+13
fear;inches;6,49429E+12
fear;worry;6,49041E+14
fear;fired;6,47897E+14
fear;#failure;6,47005E+14
fear;tablets;6,45702E+14
fear;threatening;6,43621E+14
fear;#power;6,43621E+14
fear;everton;6,43621E+14
fear;tactics;6,43621E+14
fear;grading;6,43621E+14
fear;intense;6,43217E+14
fear;pains;6,4262E+13
fear;police;6,42518E+14
fear;possibility;6,42032E+14
fear;pierced;6,42032E+14
fear;semester;6,41794E+14
fear;shopping;6,41453E+14
fear;theft;6,39767E+14
fear;recovering;6,39767E+14
fear;tide;6,39767E+14
fear;buckle;6,39767E+14
fear;organise;6,39767E+14
fear;badge;6,39767E+14
fear;coma;6,39767E+14
fear;#missit;6,39767E+14
fear;fabric;6,39767E+14
fear;#comeback;6,39767E+14
fear;decade;6,39767E+14
fear;sneaking;6,39767E+14
fear;bouta;6,39767E+14
fear;#nye;6,39767E+14
fear;sleeves;6,39767E+14
fear;hittin;6,39767E+14
fear;cram;6,39767E+14
fear;flights;6,37633E+14
fear;supermarket;6,36277E+14
fear;fastest;6,36277E+14
fear;sharks;6,36277E+14
fear;#egypt;6,36277E+14
fear;pm;6,35769E+14
fear;unit;6,35339E+14
fear;test;6,35238E+14
fear;lies;6,3502E+14
fear;#confessionnight;6,34652E+14
fear;#firsttime;6,30198E+14
fear;trucks;6,30198E+14
fear;suggestions;6,30198E+14
fear;anxiously;6,30198E+14
fear;accepted;6,30198E+14
fear;ditto;6,30198E+14
fear;gown;6,30198E+14
fear;disappeared;6,30198E+14
fear;destruction;6,30198E+14
fear;skunk;6,30198E+14
fear;wayy;6,30198E+14
fear;largest;6,30198E+14
fear;wrestle;6,30198E+14
fear;airport;6,27144E+14
fear;activity;6,25763E+14
fear;hectic;6,25083E+14
fear;bride;6,25083E+14
fear;mini;6,24591E+14
fear;clemson;6,22818E+13
fear;vulnerable;6,22818E+13
fear;lands;6,22818E+13
fear;alien;6,22818E+13
fear;already;6,21579E+14
fear;pll;6,2154E+14
fear;stomach;6,20859E+14
fear;disaster;6,20719E+14
fear;starts;6,20318E+14
fear;55;6,19726E+14
fear;thursday;6,18582E+14
fear;approximately;6,16953E+14
fear;darkness;6,16953E+14
fear;seed;6,16953E+14
fear;#study;6,16953E+14
fear;hope;6,16094E+14
fear;technically;6,13668E+14
fear;courage;6,12806E+14
fear;illness;6,1078E+14
fear;prep;6,10111E+14
fear;edge;6,0904E+14
fear;hopeful;6,08219E+14
fear;01;6,08219E+14
fear;radiator;6,08219E+14
fear;cement;6,08219E+14
fear;hail;6,08219E+14
fear;asdfghjkl;6,08219E+14
fear;uncertain;6,08219E+14
fear;#canthelpit;6,08219E+14
fear;#buzzing;6,08219E+14
fear;#horrified;6,08219E+14
fear;murderer;6,08219E+14
fear;peel;6,08219E+14
fear;asylum;6,08219E+14
fear;cave;6,08219E+14
fear;slopes;6,08219E+14
fear;directioners;6,08219E+14
fear;appointments;6,08219E+14
fear;consuming;6,08219E+14
fear;gnna;6,08219E+14
fear;doc;6,06817E+14
fear;#tcot;6,05933E+14
fear;15th;6,0488E+14
fear;#2012;6,0488E+14
fear;present;6,04311E+13
fear;exit;6,0388E+14
fear;handle;6,0353E+14
fear;noon;6,034E+14
fear;faint;6,02027E+14
fear;edited;6,02027E+14
fear;mare;6,02027E+14
fear;consistent;6,02027E+14
fear;gallon;6,02027E+14
fear;nursery;6,02027E+14
fear;24th;6,02027E+14
fear;instructions;6,02027E+14
fear;#notgood;6,02027E+14
fear;license;6,01166E+14
fear;2000;5,99561E+14
fear;tournament;5,99107E+14
fear;sheet;5,98811E+14
fear;bridge;5,98235E+14
fear;deprived;5,97408E+14
fear;jungle;5,97408E+14
fear;conditioning;5,97408E+14
fear;reserved;5,97408E+14
fear;#wakeup;5,97408E+14
fear;wala;5,97408E+14
fear;beta;5,97408E+14
fear;reported;5,95512E+14
fear;gna;5,95512E+14
fear;unsure;5,9383E+14
fear;hen;5,9383E+14
fear;#mixedemotions;5,9383E+14
fear;hurricane;5,9383E+14
fear;2%;5,9383E+14
fear;#business;5,9383E+14
fear;#relief;5,9383E+14
fear;until;5,91669E+14
fear;storm;5,90977E+14
fear;levels;5,90977E+14
fear;accidently;5,90977E+14
fear;spike;5,90977E+14
