created_at,lang,screen_name,location,full_text,urls,tags,mentions,retweet_count,favorite_count
Tue May 28 07:01:31 +0000 2019,et,siimsolman,Estonia,"Euroopa parlamendi valimised peaks ju omakorda andma selge signaali, et mees, kes on Eesti lammutanud algosadeks, peaks koos oma valitsusega tagasi astuma, aga kuna meil on ametis põikpeaminister, on see lootusetu lootus.",https://twitter.com/i/web/status/1133267037546065920,,,0,2
Tue May 28 06:45:31 +0000 2019,et,KuusikPiret,"Tallinn, Estonia","""Olukorrast Riigis Erisaade: Euroopa Parlamendi Valimised 2019"" | 
Saate teises pooles rääkisime koos @lobjakas, @AKarnau ja Tõnis Saartsiga valimiste tulemustest, Eestist laiemalt ning natukene Euroopast ka @raadio2 | Kuula siit: https://t.co/79DHfTDeuj",https://twitter.com/i/web/status/1133263009026121731,,lobjakas,1,2
Mon May 27 07:44:01 +0000 2019,et,estoniangreens,Estonia,"Roheline laine Eestisse (veel) ei jõudnud, kolm kandidaati kordasid märtsi RK-tulemust. Erakond Eestimaa Rohelised osales seekordsetel Euroopa Parlamendi valimistel kolme kandidaadiga ja seejuures krodas RK-tulemust - 1,8%.… https://t.co/aCTlciOzFI https://t.co/Chbs1T35N4",https://twitter.com/i/web/status/1132915346548117504,,,0,0
Mon May 27 07:08:39 +0000 2019,et,andreaskaju,"Tallinn, Estonia","9. @Erakond praegu napilt ilma, pärast Brexitit on 7. mandaat Terrasel. See on väga halb, sest Euroopa Rahvapartei on konkurentsitult olulisim EL võimukeskus ja Eestil pole nende fraktsioonis ühtegi saadikut. Kas Seeder vähemalt käib EPP liidrite kohtumistel? #valimised",https://twitter.com/i/web/status/1132906443848540160,,Erakond,0,3
Mon May 27 06:11:02 +0000 2019,et,kristjanlepik,,"1/ Euroopa Parlamendi valimiste kokkuvõte: suurepärane Marina Kaljuranna sõit, tõsised häirekellad Keskerakonnale ning Euroopas ei domineerinud paremäärmuslased, vaid tugevad hoopis rohelised suunad. #valimised Lõng allpool:",https://twitter.com/i/web/status/1132891943833427969,,,2,12
Mon May 27 05:31:00 +0000 2019,et,HansVre,,"Heitsin kiire pilgu Facebooki ja Twitterisse ja sain aru, et Euroopa Parlamendi valimised võitis Soome.",,,,0,11
Mon May 27 03:25:33 +0000 2019,et,aripaev_ee,Tallinn,Fotod otse valimispeolt: Euroopa valimised võitis Eestis Reformierakond https://t.co/9yFY6W5Vl3 https://t.co/sbvbG8WwFW,http://dlvr.it/R5TQ7m,,,0,0
Mon May 27 03:21:53 +0000 2019,et,err_ee,Eesti,Euroopa Parlamendi valimised Eestis võitis Reformierakond | Vaata siit kõikide kandidaatide tulemusi:  https://t.co/JQJxImVCaZ,https://www.err.ee/946006/euroopa-parlamendi-valimised-eestis-voitis-reformierakond,,,0,0
