created_at,lang,screen_name,location,full_text,urls,tags,mentions,retweet_count,favorite_count
2019-06-02 18:16:32,cs,komuniste1921,,KS Irska: Místní a evropské volby ukazují politickou stabilitu systému https://t.co/bvobsy1v48,http://dlvr.it/R5tq69,,,0,0
2019-06-01 15:30:35,cs,OskarBlazek,"Mělník, Česká republika","Hry na trůny a evropské volby https://t.co/AIbO0VLvdE prostřednictvím @hospodarky Stavme mosty a brány, ne zdi.",https://archiv.ihned.cz/c1-66581830-hry-na-truny-a-evropske-volby,,Hospodarky,0,0
2019-06-01 13:51:53,cs,Posledniskaut,Pyongyang - Benešov - Muqdisho,"Už to @prchal vytáhl? 
""Únik zprávy Evropské komise do médií je jednoznačně účelová záležitost s cílem ovlivnit blížící se podzimní senátní a krajské volby 2020.""",,,prchal,7,369
