created_at,lang,screen_name,location,full_text,urls,tags,mentions,retweet_count,favorite_count
Wed May 29 12:10:22 +0000 2019,cy,DarrenJPrior,"Baile Lotrail / Luttrellstown, Caisleán Cnucha / Castleknock, Baile Átha Cliath / Dublin, Éire / Ireland.","Ar mo chlár raidió Gaeilge ar @NearFM an Déardaoin seo beidh mé ag caint le hEoghan Ó Néill @eoghan7 ó @raidiofailte faoi na toghcháin áitiúla agus Eorpacha in Éirinn idir thuaidh agus theas an mhí seo.
#Togh19 #LE19 #EP2019 #EE19",https://twitter.com/i/web/status/1133707148989489154,,"nearfm, eoghan7",0,1
Mon May 27 15:02:31 +0000 2019,fi,NuachtTG4,Éire,"Ag grúpa nua-bhunaithe Nigel Farage, an Brexit Party, atá an lámh in uachtar sna toghcháin Eorpacha sa mBreatain. #Vóta2019 https://t.co/1X27QBUJp1",https://twitter.com/i/web/status/1133025699089059840,,,0,0
Mon May 27 12:04:51 +0000 2019,fi,Europarl_GA,An Bhruiséil & Strasbourg,"Bhíomar ag obair go déanach san oíche aréir! Agus vótaí fós á gcomhaireamh in Éirinn, caith súil ar an leathanach seo leis an nuacht is déanaí faoi na toghcháin Eorpacha → https://t.co/5fudWL8tN5 https://t.co/qEqd4jpVye",https://twitter.com/i/web/status/1132980987082805249,,,4,7
